StarID,HIP,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,PMRA,PMDec,RV,Mag,AbsMag,Spectrum,ColorIndex,X,Y,Z,VX,VY,VZ
139,139,,,,,,0.02968616,67.50697620,617.283950617284,-3.60,-0.44,,10.03,1.07757507271316,B0,1.289,236.14777,1.83533,570.32476,1.3e-06,-1.0762e-05,-5.03e-07
140,140,224915,,,,,0.03017831,-68.10481108,111.358574610245,100.92,-35.54,,9.04,3.80638168333652,F7V,0.546,41.52541,0.32808,-103.326,-1.8231e-05,5.4337e-05,-7.154e-06
141,141,224921,,,,,0.03022865,36.35034560,178.25311942959,21.36,5.19,,8.47,2.21481430628081,K5,1.350,143.56195,1.13615,105.65438,-2.804e-06,1.8436e-05,3.612e-06
142,142,224918,,,,,0.03024991,66.30600204,62.3441396508728,4.74,12.31,,7.33,3.35602181974072,K0,0.730,25.05232,0.1984,57.08882,-3.418e-06,1.405e-06,1.495e-06
143,144,224917,,,,,0.03033932,76.17561121,280.112044817927,18.53,-5.64,,8.66,1.42334108056097,K5,1.364,66.92976,0.53162,271.99794,7.236e-06,2.522e-05,-1.829e-06
144,143,,,,,,0.03034547,21.46213750,49.8753117206982,177.97,150.19,,10.35,6.86057188478101,K3,1.033,46.41547,0.36875,18.24869,-1.3627e-05,4.2922e-05,3.3795e-05
145,145,224926,9087,,29    Psc,,0.03039927,-03.02747891,125.31328320802,18.90,-10.25,23,5.13,-0.359985543246353,B7III-IV,-0.128,125.13442,0.9959,-6.6184,2.3068e-05,1.1665e-05,-7.46e-06
146,146,224927,,,,,0.03041276,-25.79769516,227.790432801822,-130.61,-341.77,,8.96,2.17232260121061,A9V,0.306,205.08149,1.6329,-99.13323,-0.00016309,-0.00014553,-0.00033979
147,147,224923,,,,,0.03106957,21.02624872,10000000,6.24,-5.12,,8.49,-6.51,K5,1.569,9333852.72691,75923.18018,3587956.09547,0,0,0
148,149,,,Wo 9848,,,0.03191233,26.00557721,43.630017452007,-309.64,-628.61,,11.26,8.06107306647676,K3,0.932,39.21116,0.3276,19.12995,5.884e-05,-6.5001e-05,-0.000119493
149,148,224931,,,,,0.03191951,15.52852839,236.96682464455,11.25,5.41,,8.15,1.27656225480837,F8,0.584,228.30891,1.9079,63.44031,-1.771e-06,1.2909e-05,5.987e-06
150,150,224936,,NN 4388,,,0.03202437,-37.22984397,133.333333333333,-19.88,-44.75,,7.04,1.4153063169585,K1III,1.060,106.15825,0.89004,-80.66852,-1.7391e-05,-1.2995e-05,-2.303e-05
117371,117738,223783,,,,,23.87817137,-16.37468773,763.358778625954,-25.48,-18.47,,7.61,-1.80364352172118,M2III,1.645,732.02339,-23.35556,-215.20429,-2.2265e-05,-9.3627e-05,-6.5576e-05
117372,117739,223794,,,,,23.87856216,-00.80824955,369.0036900369,16.61,-3.37,,10.22,2.38484645437203,F5,0.517,368.78052,-11.72835,-5.20522,8.59e-07,2.97e-05,-6.027e-06
117373,117740,223793,,,,,23.87856644,08.72049129,97.3709834469328,79.35,1.36,,8.50,3.55785221798639,F5,0.483,96.19671,-3.05924,14.76283,1.093e-06,3.7439e-05,6.34e-07
117374,117741,,,,,,23.87888782,53.47314448,5000,-1.98,1.72,,9.55,-3.94485002168009,B5,0.028,2974.50169,-94.34444,4017.88983,-3.5006e-05,-4.6906e-05,2.4814e-05
117375,117743,223797,,,,,23.8791249,-08.89487373,740.740740740741,-3.89,-5.93,,7.73,-1.61833115752497,K0,1.191,731.46597,-23.15499,-114.5348,-3.732e-06,-1.3857e-05,-2.1037e-05
117376,117742,223804,,,,,23.87912855,65.19839491,362.31884057971,9.13,1.42,,9.22,1.42454541032609,A0,0.300,151.90851,-4.80861,328.90062,-1.755e-06,1.6099e-05,1.046e-06
117377,117744,,,,,,23.87918537,34.97177741,694.444444444444,16.12,8.53,,8.26,-0.948187539523751,M2,1.626,568.7671,-17.99565,398.03671,-1.4734e-05,5.476e-05,2.353e-05
117378,117745,223799,,,,,23.87936571,-09.56148052,1075.2688172043,17.91,-14.42,,8.52,-1.63758525723032,K2,1.432,1059.80235,-33.4818,-178.60842,-9.531e-06,9.3705e-05,-7.4121e-05
117379,117746,223865,,,,,23.87951322,79.83480567,127.064803049555,59.99,2.14,,8.01,2.48987366179532,A5,0.371,22.4141,-0.70725,125.07026,-1.31e-07,3.6974e-05,2.32e-07
117380,117747,223800,,,,,23.87987938,-12.01685326,355.871886120996,-10.97,-25.56,,7.37,-0.3864684004746,M4III,1.464,347.90135,-10.94423,-74.09231,-9.771e-06,-1.8627e-05,-4.3128e-05
117381,117748,,,,,,23.88008234,38.68633815,33.7952010814464,-3.78,-3.22,,10.03,7.38572482580317,F0,0.385,26.36684,-0.82804,21.12391,3.1e-07,-6.29e-07,-4.11e-07
117382,117749,223777,,,,,23.88012989,-72.39945404,105.820105820106,30.67,2.67,,7.54,2.41715904254632,F3/F5IV,0.485,31.98202,-1.00398,-100.86643,1.798e-06,1.5684e-05,4.14e-07
117383,117750,,,,,,23.88021533,46.47298270,10000000,-6.72,-3.73,,9.48,-5.52,B5,-0.100,6883579.3154,-215936.81174,7250497.02447,0,0,0
117384,117751,223648,,,,,23.88024813,-85.89554481,168.918918918919,-0.07,18.44,,7.96,1.8216085336146,A1m...,0.212,12.08443,-0.37898,-168.48567,1.5052e-05,-5.29e-07,1.08e-06
117385,117752,,,,,,23.88042982,38.68784061,219.298245614035,-14.29,-19.87,,9.49,2.78482421332218,F0,0.446,171.09225,-5.35752,137.07829,1.2722e-05,-1.5597e-05,-1.6488e-05
117386,117753,223808,,,,,23.88054219,-14.08494153,90.4159132007233,74.00,30.76,,8.52,3.7387756348434,F2V,0.425,87.65476,-2.7422,-22.00362,4.293e-06,3.2316e-05,1.3077e-05
117387,117754,223819,,,,,23.88055844,48.48180573,132.802124833997,23.14,2.18,,7.42,1.8039748810035,A3,0.147,87.98589,-2.75219,99.43496,-5.84e-07,1.4922e-05,9.3e-07
117388,117755,223809,,,,,23.88065765,-16.71527193,161.290322580645,47.73,4.13,,9.16,3.12195844749127,F0V,0.386,154.39974,-4.82559,-46.38964,2.094e-06,3.7272e-05,3.092e-06
117389,117756,223807,9040,,,,23.8806923,-08.99669856,187.617260787993,61.73,-23.61,-18,5.76,-0.606363954867138,K0III,1.171,185.21868,-5.78713,-29.33912,-1.9776e-05,5.6789e-05,-1.833e-05
117390,117757,223801,,,,,23.88098215,-56.77370875,104.058272632674,-5.44,7.10,,8.68,3.59361693834273,F0V,0.382,56.99075,-1.77633,-87.04609,2.909e-06,-2.836e-06,1.962e-06
117391,117758,,,,,,23.88110218,45.05175666,495.049504950495,-10.70,-10.04,,9.00,0.526756847233118,K2,1.319,349.56708,-10.88462,350.36892,1.6245e-05,-2.6196e-05,-1.7022e-05
117392,117759,,,,,,23.88132777,42.90271820,191.570881226054,-18.39,-12.88,,9.69,3.27835251501131,F2,0.428,140.25998,-4.35904,130.41295,7.608e-06,-1.7323e-05,-8.761e-06
117393,117760,223802,,,,,23.88154816,-58.83833138,89.2857142857143,45.53,20.44,,7.40,2.64609011335091,F2V,0.345,46.17909,-1.4325,-76.40273,8.177e-06,1.9462e-05,4.577e-06
117394,117761,223825,9041,,24    Psc,,23.88208892,-03.15537813,153.139356814701,77.52,-42.58,-6,5.93,0.0045659063753698,G9III,1.069,152.83434,-4.71935,-8.42938,-6.087e-06,5.7764e-05,-3.1224e-05
117395,117763,,,,,,23.8822891,61.00233502,10000000,-3.05,-3.56,,8.80,-6.2,M2Iab:var,2.283,4845438.08416,-149367.44929,8746394.63651,0,0,0
117396,117762,223848,,,,,23.8823091,36.95447475,49.825610363727,-124.14,-90.29,,6.52,3.03273686243743,G0,0.571,39.79741,-1.2266,29.95417,1.218e-05,-3.0374e-05,-1.7427e-05
117397,117765,223836,,,,,23.882928,32.06528192,244.498777506112,-43.56,-30.18,,8.51,1.56861654003671,F8,0.450,207.10165,-6.34952,129.80077,1.7399e-05,-5.2187e-05,-3.0314e-05
117398,117764,223838,,,,,23.88295349,11.92550856,87.5656742556918,47.85,-33.02,,8.08,3.36833051954915,F0,0.387,85.63553,-2.62492,18.09455,3.517e-06,2.0213e-05,-1.3714e-05
117399,117766,223812,,,,,23.88303621,-46.51307477,308.641975308642,-8.10,-16.59,,8.83,1.38272505103306,K2III,1.183,212.30444,-6.50301,-223.92945,-1.8371e-05,-1.1562e-05,-1.7082e-05
117400,117767,223828,,,,,23.88322299,-28.35417491,497.512437810945,8.76,3.38,,8.81,0.325980287102444,K1III,1.278,437.62062,-13.38317,-236.27886,4.515e-06,2.0999e-05,7.173e-06
117401,117768,223839,,,,,23.88330888,11.92437031,104.384133611691,52.69,-34.41,,7.28,2.18682754539272,F0,0.308,102.08399,-3.1196,21.56788,4.41e-06,2.654e-05,-1.7036e-05
117402,117769,223835,,,,,23.8833531,41.34569723,568.181818181818,14.86,-0.66,,6.94,-1.83243666092925,M2III,1.673,426.35651,-13.02416,375.34127,2.45e-06,4.0874e-05,-1.364e-06
117403,117770,223837,,,,,23.88357792,17.89981761,144.092219020173,68.28,-19.05,,6.57,0.776797352274276,K2,1.412,137.0538,-4.17858,44.28726,5.541e-06,4.7548e-05,-1.2662e-05
117404,117771,223831,,,,,23.88384789,-40.01388911,826.446280991736,23.83,2.86,,8.90,-0.686073148417748,K1III,0.961,632.67316,-19.24461,-531.38288,1.0266e-05,9.5203e-05,8.775e-06
117405,117772,223847,,,,,23.88398046,59.42161132,255.754475703325,62.54,-0.47,,7.86,0.820883786979334,G7III,1.050,130.04656,-3.95123,220.18771,2.856e-06,7.7487e-05,-2.96e-07
117406,117773,223803,,,,,23.88403307,-73.92963142,284.900284900285,22.18,15.66,,8.46,1.18653558232912,K0III,1.023,78.8291,-2.39399,-273.76707,2.1703e-05,2.9988e-05,5.987e-06
117407,117774,223855,9042,,25    Psc,,23.88465248,02.09065153,141.643059490085,14.02,-10.90,5,6.29,0.53402350525902,A1V,-0.003,141.48424,-4.27382,5.16723,5.671e-06,9.459e-06,-7.292e-06
117408,117775,223866,,,,,23.88467646,60.70450215,268.817204301075,6.96,-2.93,,6.71,-0.437285300590511,K5,1.560,131.47605,-3.97068,234.43756,3.602e-06,8.965e-06,-1.868e-06
117409,117776,223854,,,,,23.88524249,02.33100217,99.7008973080758,34.78,46.46,,8.03,3.03650466510209,F5,0.519,99.57344,-2.99243,4.05507,-4.07e-07,1.6829e-05,2.2436e-05
117410,117777,223859,,,,,23.88528692,-06.64988610,431.034482758621,-0.62,-14.97,,8.38,0.207439924454501,K0,1.283,427.94156,-12.85572,-49.91466,-3.659e-06,-1.186e-06,-3.1069e-05
117411,117778,223869,,,,,23.88535103,25.99879308,90.9090909090909,99.56,-39.62,,7.51,2.71696342579112,K1III,0.968,81.67258,-2.45214,39.8502,8.967e-06,4.3626e-05,-1.5693e-05
117412,117780,223858,,,,,23.885539,-05.33474700,10000000,14.28,-0.38,,9.55,-5.45,K5,1.567,9952214.9979,-298315.64789,-929744.27117,0,0,0
117413,117781,223853,,,,,23.88559889,06.69900201,5263.15789473684,7.64,-10.71,,8.24,-5.36623199523585,K5,1.451,5224.88037,-156.53274,613.96546,3.7699e-05,0.000193887,-0.000271392
117414,117782,223843,,,,,23.8857052,-54.36708074,272.479564032698,41.63,-20.28,,7.70,0.523330321260447,K4III,1.444,158.67282,-4.74927,-221.46217,-2.0117e-05,5.5615e-05,-1.5606e-05
117415,117779,,,Gl 910,,,23.88573444,29.01801815,22.4114746750336,-71.08,22.90,1.3,9.75,7.99764782973909,,1.357,19.58933,-0.58618,10.87146,-2.75e-07,-7.717e-06,2.82e-06
117416,117783,223844,,,,,23.88607802,-66.64714799,70.9219858156028,-17.73,-104.52,,9.08,4.8260955632769,G2V,0.612,28.10044,-0.83833,-65.11213,-3.3158e-05,-5.109e-06,-1.4244e-05
117417,117784,223867,,,,,23.88637445,32.40852554,326.797385620915,8.37,0.14,,8.39,0.818607132407901,F5,0.402,275.77603,-8.20595,175.14785,2.75e-07,1.3257e-05,1.87e-07
117418,117785,223868,,,,,23.88638032,31.91008537,91.0746812386157,16.57,-1.09,,7.36,2.56301170057037,F2,0.438,77.27715,-2.29933,48.14096,4.71e-07,7.304e-06,-4.08e-07
117419,117786,223861,,,,,23.88641892,-26.06038041,145.137880986938,0.85,-16.56,,9.36,3.55109610953813,G5V,0.595,130.3243,-3.87639,-63.76169,-5.098e-06,7.49e-07,-1.0466e-05
117420,117787,223870,,,,,23.88668737,05.15756932,371.747211895911,-14.83,-11.45,,8.08,0.228761400012041,G5,1.029,370.07919,-10.98168,33.41823,1.061e-06,-2.6768e-05,-2.055e-05
117421,117788,223879,,,,,23.88670663,35.05242967,229.885057471264,-39.86,-43.45,,7.70,0.892446284773187,K5,1.293,188.1073,-5.58092,132.02891,2.648e-05,-4.5225e-05,-3.9639e-05
117422,117789,223860,,,,,23.88710952,-11.01462034,141.643059490085,153.19,-110.68,,7.66,1.90402350525902,K0,1.014,138.97305,-4.10849,-27.06224,-1.1405e-05,0.00010557,-7.4597e-05
117423,117790,223877,,,,,23.88716404,66.40326001,408.163265306122,12.89,-5.63,,8.89,0.835830421822664,K2,1.153,163.3152,-4.82579,374.0349,1.0957e-05,2.5192e-05,-4.459e-06
117424,117791,,,,,,23.88716884,19.40052037,163.934426229508,-172.10,-125.97,,11.58,5.50664917505384,,,154.55871,-4.56685,54.45404,2.9199e-05,-0.000137691,-9.4425e-05
117425,117792,,,,,,23.88718704,16.86835040,309.597523219814,-10.93,-6.79,,9.53,2.07601261165551,K0,1.082,296.14757,-8.74907,89.83703,2.471e-06,-1.6484e-05,-9.752e-06
117426,117793,223893,,,,,23.88798059,35.65097386,216.919739696312,16.35,-39.71,,7.53,0.848504626948242,K2,1.116,176.1894,-5.16852,126.43082,2.4831e-05,1.6472e-05,-3.3931e-05
117427,117794,223863,,,,,23.88879191,-59.09956271,561.797752808989,28.92,-15.77,,8.19,-0.55789998845553,K2III,1.189,288.38773,-8.39855,-482.05673,-3.4544e-05,7.9801e-05,-2.2056e-05
117428,117795,,,,,,23.8888197,59.94503165,27.3747604708459,84.79,30.56,,10.47,8.28324836105958,K8,1.210,13.70431,-0.399,23.69409,-3.181e-06,1.1349e-05,2.031e-06
117429,117796,223885,,,,,23.88910437,-25.68925696,141.843971631206,-74.89,-56.03,,9.87,4.11094558495699,F6/F7V,0.474,127.77,-3.71051,-61.48796,-1.8189e-05,-5.0989e-05,-3.4719e-05
117430,117797,223884,9043,,,,23.88911438,-24.22922404,91.9117647058823,51.64,-13.55,-3,6.23,1.41314447681081,A5V,0.188,83.78002,-2.4328,-37.7195,-4.605e-06,2.3152e-05,-4.246e-06
117431,117798,223892,,,,,23.8894188,45.28807187,369.0036900369,4.26,-4.73,,8.41,0.574846454372031,A0,-0.050,259.50105,-7.51468,262.23358,6.23e-06,7.443e-06,-5.952e-06
117432,117799,223875,,,,,23.88964435,-48.93633576,106.837606837607,-8.78,-39.28,,8.40,3.25637924369053,F6V,0.523,70.15203,-2.02733,-80.55343,-1.5463e-05,-4.102e-06,-1.3363e-05
117433,117800,223900,,,,,23.89016001,53.12418083,262.46719160105,-8.04,-1.36,,8.22,1.1246248783781,K0,1.122,157.43689,-4.52851,209.95747,1.089e-06,-1.0265e-05,-1.038e-06
117434,117801,223894,,,,,23.89017053,13.56168510,735.294117647059,14.87,-6.05,,8.61,-0.722305458148911,K2,1.000,714.4972,-20.54981,172.42065,6.578e-06,5.2836e-05,-2.0963e-05
117435,117802,223887,,,,,23.8904388,-44.64977798,176.991150442478,14.67,-2.60,,9.78,3.54024223909719,F6V,0.579,125.8625,-3.61111,-124.38431,-1.206e-06,1.2626e-05,-1.587e-06
117436,117803,,,,,,23.89085236,52.44890809,1449.27536231884,-32.95,-11.57,,9.89,-0.915754546313721,G5,0.651,882.92729,-25.23633,1149.00025,5.7804e-05,-0.000233242,-4.9541e-05
117437,117804,223903,,,,,23.89228702,04.81301120,591.715976331361,-15.59,-16.49,,8.29,-0.570566476931631,G5,1.093,589.39506,-16.62487,49.64741,2.706e-06,-4.4813e-05,-4.7134e-05
117438,117805,223904,,,,,23.89243792,01.70330280,81.9000819000819,138.35,17.62,,8.54,3.97357831972441,G0,0.630,81.83143,-2.30495,2.43438,1.338e-06,5.4912e-05,6.992e-06
117439,117806,223915,,,,,23.89260855,51.93783288,510.204081632653,3.44,-1.31,,8.13,-0.408719643217617,B8,0.043,314.42473,-8.84238,401.70524,2.789e-06,8.433e-06,-1.997e-06
117440,117807,223916,,,,,23.89284811,51.52256754,148.588410104012,52.77,5.52,,6.78,0.920075321119885,K0,0.985,92.41627,-2.59316,116.32292,-2.045e-06,3.8083e-05,2.473e-06
117441,117808,223908,,,,,23.89307931,-40.72021951,232.018561484919,-5.63,2.84,,9.73,2.90238635080366,F5V,0.450,175.77894,-4.92165,-151.36099,1.905e-06,-6.388e-06,2.42e-06
117442,117809,,,,,,23.8931988,12.10645431,44.7828034034931,43.49,-111.89,,10.72,7.46444361535719,K4,1.439,43.7697,-1.22414,9.39223,5.356e-06,9.295e-06,-2.375e-05
117443,117810,223924,,,,,23.89348435,56.81990392,1538.46153846154,-1.97,-0.96,,8.23,-2.70543321678572,B1.5V,0.012,841.63036,-23.47557,1287.62227,5.58e-06,-1.4853e-05,-3.918e-06
117444,117811,,,,,,23.89359717,70.51648650,89.8472596585804,18.48,3.08,,9.08,4.31247582167354,F8,0.508,29.95563,-0.83466,84.70238,-1.04e-06,8.081e-06,4.47e-07
117445,117812,223951,,,,,23.89394006,71.49057946,261.096605744125,-9.86,-10.48,,8.69,1.60599386984311,A0,0.275,82.85592,-2.3012,247.59046,1.2227e-05,-1.2824e-05,-4.211e-06
117446,117813,223920,,,,,23.89402291,-20.51750351,194.174757281553,0.80,-45.21,,7.35,0.909036145205956,K2III,1.218,181.78732,-5.04493,-68.05699,-1.4889e-05,1.166e-06,-3.9856e-05
117447,117814,223910,,,,,23.89434522,-49.02556756,95.0570342205323,-152.92,-63.16,,9.78,4.8900786990886,G3V,0.597,62.30716,-1.72387,-71.76827,-2.3914e-05,-6.9832e-05,-1.9084e-05
117448,117815,223913,,,,,23.89442787,-65.94734164,25.8665287118469,-42.03,85.46,,6.64,4.57630924846267,G0V,0.589,10.53855,-0.29134,-23.62057,9.636e-06,-5.538e-06,4.367e-06
117449,117816,223909,,,,,23.89443703,-47.58912419,195.3125,13.62,-0.79,,9.06,2.60634980487916,F5V,0.487,131.67675,-3.63998,-144.20455,-1.95e-07,1.2906e-05,-5.04e-07
117450,117817,223911,,,,,23.89444974,-49.43250688,126.422250316056,89.70,8.23,,8.06,2.55088241748838,F2/F3IV/V,0.406,82.18648,-2.27163,-96.03544,5.348e-06,5.4846e-05,3.28e-06
117451,117818,223927,,,,,23.89451821,02.73125600,262.46719160105,-30.35,-44.33,,8.90,1.8046248783781,G0,0.522,262.06907,-7.23889,12.50691,1.62e-06,-3.8675e-05,-5.6339e-05
117452,117819,223959,,,,,23.89473674,76.58261335,729.92700729927,-2.75,-1.65,,8.41,-0.906397164217966,B8,0.084,169.3102,-4.667,710.00402,5.408e-06,-9.883e-06,-1.354e-06
117453,117820,223928,,,,,23.89481953,-01.66074512,322.58064516129,13.61,-9.84,,8.62,1.07680846917136,K0,1.472,322.3229,-8.87778,-9.34884,1.4e-07,2.1287e-05,-1.5381e-05
117454,117821,223921,,,,,23.89545847,-21.62163137,102.564102564103,-12.56,-58.52,,9.81,4.75502307849268,F6/F7V,0.494,95.31172,-2.60922,-37.79236,-1.0888e-05,-5.949e-06,-2.7048e-05
117455,117822,223934,,,,,23.895604,-29.39658751,990.09900990099,40.87,1.02,,7.42,-2.55839313108678,M0III,1.549,862.29472,-23.57308,-485.99194,7.762e-06,0.000196025,4.265e-06
117456,117823,223923,,,,,23.89568228,-44.93452401,91.2408759124088,-40.54,89.37,,9.33,4.52905277074175,F5/F6V,0.498,64.56664,-1.76377,-64.44327,2.7419e-05,-1.8686e-05,2.7983e-05
117457,117824,223932,,,,,23.89609825,-18.36480593,432.900432900433,12.80,-0.29,,7.36,-0.821940100539277,A6V,0.863,410.7007,-11.17439,-136.39226,5.38e-07,2.6857e-05,-5.77e-07
117458,117825,223833,,,,,23.89682746,-83.00696549,210.526315789474,146.87,31.14,,6.79,0.173468048124334,M0III,1.503,25.62195,-0.69223,-208.9602,3.558e-05,0.000148984,3.869e-06
117459,117826,223941,,,,,23.89695636,15.48030102,98.4251968503937,-7.65,-61.11,,8.03,3.0644685397395,G5,0.904,94.82004,-2.55855,26.27037,7.681e-06,-3.858e-06,-2.81e-05
117460,117827,223914,,,,,23.89706151,-70.67909966,150.829562594268,63.82,-7.41,,8.12,2.22756764202386,F5IV/V,0.470,49.88514,-1.34469,-142.33489,-3.853e-06,4.6784e-05,-1.792e-06
117461,117828,223889,,,,,23.89709408,-75.63161024,10.1595042161942,242.96,-378.18,,9.99,9.95563742552855,M...,1.466,2.52022,-0.06791,-9.84171,-1.7714e-05,1.2447e-05,-4.622e-06
117462,117829,223938,,,,,23.89717583,-49.99950141,226.244343891403,63.48,29.60,,8.62,1.84711134674546,G6p...,0.905,145.37588,-3.91436,-173.31195,2.6733e-05,6.8928e-05,2.0867e-05
117463,117830,223960,,,,,23.89721854,60.85340647,1176.47058823529,-2.57,-2.67,,6.92,-3.43290537142853,A0Ia comp,0.626,572.78761,-15.41636,1027.50169,1.29e-05,-1.5009e-05,-7.416e-06
117464,117831,223935,,,,,23.89767975,-45.12331696,78.064012490242,-12.55,-44.27,,9.28,4.81774564872343,F6V,0.569,55.06089,-1.47529,-55.31826,-1.1994e-05,-4.429e-06,-1.182e-05
117465,117832,223943,,,,,23.8978164,00.59620014,757.575757575758,0.86,-14.06,,7.61,-1.78713034397075,M...,1.602,757.26369,-20.26285,7.88293,6.21e-07,3.142e-06,-5.1632e-05
117466,117833,223937,,,,,23.89788586,-46.83062630,446.428571428571,-6.59,-16.98,,9.07,0.821240091670816,K0/K1III,1.102,305.31825,-8.16414,-325.59572,-2.7172e-05,-1.354e-05,-2.5141e-05
117467,117834,223952,,,,,23.89792309,44.55580163,578.034682080925,5.23,10.39,,7.42,-1.38976948435602,K0,1.453,411.74164,-11.00587,405.5512,-2.0027e-05,1.5195e-05,2.0745e-05
117468,117835,223953,,,,,23.89805787,30.77016937,81.1688311688312,-47.22,-30.25,,8.02,3.47305353914203,F0,0.436,69.71756,-1.86109,41.52561,5.591e-06,-1.8736e-05,-1.0227e-05
117469,117836,223954,,,,,23.89839491,17.99186793,146.627565982405,19.88,-43.51,,7.18,1.3489218732824,K0,1.170,139.40819,-3.70915,45.29061,9.925e-06,1.3871e-05,-2.9414e-05
117470,117837,,,,,,23.89883527,-35.56468665,264.550264550265,28.01,-12.89,,10.45,3.33745899918613,G2,0.644,215.12542,-5.6989,-153.86817,-8.66e-06,3.6163e-05,-1.3447e-05
117471,117838,223948,,,,,23.89888807,-37.40800262,130.208333333333,22.17,-13.07,,8.71,3.13680610015756,A3V,0.180,103.39212,-2.73753,-79.09984,-4.639e-06,1.4121e-05,-6.553e-06
117472,117839,223961,,,,,23.89894751,12.00087941,10000000,41.14,-8.39,,7.82,-7.18,K5,1.525,9778021.31363,-258742.68424,2079267.03755,0,0,0
117473,117840,223957,,,,,23.89921867,-30.35695063,108.5776330076,-52.48,-33.18,,7.83,2.65129815098425,G2Vw...,0.607,93.65833,-2.4717,-54.87356,-9.551e-06,-2.738e-05,-1.5069e-05
117474,117841,,,,,,23.89952196,39.25544351,80.9716599190283,-116.69,-106.75,,9.37,4.82833478797842,,0.673,62.67729,-1.64911,51.23715,2.53e-05,-4.6485e-05,-3.2446e-05
117475,117842,223969,,,,,23.90056033,56.48941000,2702.7027027027,3.17,-1.76,,7.19,-4.96899137966502,K2,1.614,1491.63251,-38.84081,2253.4697,2.0301e-05,4.1018e-05,-1.273e-05
117476,117843,223963,,,,,23.90082013,-09.28989850,621.11801242236,43.96,-7.23,,7.21,-1.75587061984075,M1III,1.584,612.76492,-15.91416,-100.26697,-7.6e-08,0.00013241,-2.1484e-05
117477,117844,223971,,,,,23.90111024,39.28246347,146.412884333821,53.02,18.20,,6.62,0.792103518407663,F8,0.680,113.29057,-2.93366,92.70043,-7.201e-06,3.7831e-05,9.998e-06
117478,117845,223973,,,,,23.9012144,09.22765167,225.733634311512,21.45,-2.14,,8.61,1.84201863111535,K2,1.212,222.7379,-5.76173,36.19809,9.82e-07,2.3455e-05,-2.311e-06
117479,117846,,,,,,23.90130935,17.54990079,45.5996352029184,186.69,63.06,,10.08,6.78519315838761,K2,0.960,43.46267,-1.1232,13.74994,-3.135e-06,4.1363e-05,1.329e-05
117480,117847,223974,,,,,23.90146007,04.87121384,263.157894736842,11.99,-34.66,,7.71,0.608917983084051,K0,1.191,262.12014,-6.76359,22.3464,4.147e-06,1.5193e-05,-4.4056e-05
117481,117848,,,,,,23.90147118,23.50169278,201.612903225806,-25.50,-46.05,,9.53,3.00740838245099,G0,0.685,184.82726,-4.76863,80.39841,1.7299e-05,-2.5377e-05,-4.1274e-05
117482,117850,236243,,,,,23.90191454,52.76984232,16666.6666666667,2.78,2.77,,9.48,-5.52,K0,1.091,10080.31372,-258.90646,13270.19293,0,0,0
117483,117849,223972,,,,,23.90191493,15.90210425,124.378109452736,69.88,4.98,,8.39,2.91628024374226,F0,0.298,119.57887,-3.07129,34.07892,2.59e-07,4.2141e-05,2.887e-06
117484,117851,223996,,,,,23.90307438,65.78380012,377.358490566038,-13.65,-2.99,,8.38,0.496229369684041,A0,0.136,154.73542,-3.92726,344.15251,4.353e-06,-2.5088e-05,-2.243e-06
117485,117852,223981,,,,,23.90316124,44.86719397,319.488817891374,-9.29,-5.76,,8.42,0.897721687732244,B9,0.003,226.36298,-5.74006,225.38845,5.926e-06,-1.4543e-05,-6.322e-06
117486,117853,223967,,,,,23.90354531,-59.54206075,184.842883548983,21.98,7.36,,7.05,0.715986325532848,B8/9IIIp:,-0.046,93.66804,-2.36578,-159.33484,6.18e-06,1.9545e-05,3.343e-06
117487,117854,223982,,,,,23.90372768,12.64977774,77.1010023130301,-12.15,-24.34,,9.34,4.9046998804204,G5,0.581,75.20562,-1.89588,16.88442,1.877e-06,-4.589e-06,-8.876e-06
117488,117855,223988,,,,,23.90460754,55.99226139,757.575757575758,0.02,-21.65,,8.44,-0.957130343970752,K2,1.160,423.58368,-10.58064,628.00154,6.5891e-05,-1.572e-06,-4.447e-05
117489,117856,224002,,,,,23.90526372,25.13347696,154.559505409583,18.44,-23.75,,7.99,2.0445214033435,Am,0.308,139.88289,-3.47007,65.64582,7.898e-06,1.3624e-05,-1.611e-05
117490,117857,223968,,,,,23.90532556,-74.62343243,512.820512820513,-27.24,-8.58,,8.45,-0.099826943187411,M1III,1.644,135.93864,-3.37002,-494.46355,-2.2238e-05,-6.7188e-05,-5.655e-06
117491,117858,223989,,,,,23.9054009,03.67799404,159.489633173844,58.86,-55.33,,7.30,1.28633770415358,K0,1.136,159.11232,-3.94138,10.2311,3.87e-06,4.5426e-05,-4.269e-05
117492,117859,,,,,,23.90543013,-15.63871260,709.219858156028,20.12,-16.70,,9.31,0.0560955632769016,K0,1.079,682.75568,-16.90735,-191.18477,-1.376e-05,6.9536e-05,-5.529e-05
117493,117860,223991,9044,,,,23.90594132,-27.04290947,92.4214417744917,29.36,0.84,17,6.34,1.51113630385275,A2V+...,0.197,82.2917,-2.0268,-42.02011,1.5975e-05,1.2764e-05,-7.569e-06
117494,117861,224000,,,,,23.9060627,33.59337579,254.452926208651,23.92,-16.84,,7.90,0.871962751877134,A0,0.169,211.89143,-5.21204,140.78759,1.2215e-05,2.9214e-05,-1.7303e-05
